rank,pool,mode,horizon,strategy,components,threshold,signals,win_rate,average_return,median_return,profit_factor,worst_return,best_return,robust_mean,score,target_89_gap,meets_89
609,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,3,2,920,0.5891304347826087,0.009124077567172834,0.0031072266698176643,1.6029701920861084,-0.6053897978825795,0.8898305084745763,0.004527949058606784,57.99575594774522,31.004244052254784,False
610,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,4,2,834,0.5755395683453237,0.022284081892290298,0.003953219512195183,1.5211696020806107,-0.7883211678832117,7.915789473684212,-2.0110306746142215e-05,57.45273880487808,31.54726119512192,False
611,WINNERS_10D,AND,10,Reversal: 50D Support + Volume,1,1,5511,0.5790237706405371,0.010247060610340246,0.003842459173871271,1.314274464585417,-0.999015561015561,5.148387096774193,0.0011101592308307036,57.370060597046525,31.629939402953475,False
612,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: 50D Support + Volume,4,2,1151,0.5456125108601216,0.014004507000667826,0.003070624360286489,1.4188918066167842,-0.7057826086956522,5.148387096774193,0.001163242616718893,56.763522487055205,32.236477512944795,False
613,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,2,1944,0.5509259259259259,0.014007037616748366,0.00477333086502385,1.3226838597618227,-0.999015561015561,5.148387096774193,0.00037856756444018893,56.73668008919777,32.26331991080223,False
614,WINNERS_20D,CONSENSUS,20,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI + Higher Low,4,2,952,0.5535714285714286,0.014198103744303634,0.005431492653697689,1.266381383178145,-0.9834088927637314,2.9483870967741934,0.0024175596341890885,55.647402711221446,33.352597288778554,False
615,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,2,1732,0.5490762124711316,0.012222702497699828,0.006326818270662282,1.2845947101969613,-0.999015561015561,2.356521739130435,0.0009271797124896021,55.58581490020169,33.41418509979831,False
616,WINNERS_10D,AND,10,Reversal: 50D Support + RSI + Higher Low,1,1,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
617,WINNERS_10D,AND,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
618,WINNERS_10D,AND,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
619,WINNERS_10D,AND,10,Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + RSI,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
620,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low,3,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
621,WINNERS_10D,AND,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + RSI,3,3,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
622,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + RSI,3,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
623,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + RSI,4,3,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
624,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + RSI,4,3,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
625,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI,4,3,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
626,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + RSI,4,3,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
627,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,3,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
628,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
629,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + RSI + Higher Low + 20D:Reversal: 50D Support + Higher Low,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
630,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + RSI + 20D:Reversal: 50D Support + Higher Low,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
631,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + RSI + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284,33.539075362423716,False
632,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Volume + 20D:Reversal: Bull Engulf + Support,2,1,6506,0.5739317553027974,0.00957836580586705,0.0033488356751765203,1.3177739622272717,-0.999015561015561,5.148387096774193,0.0009350415303773314,55.40946563095319,33.59053436904681,False
633,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,3,2,1346,0.5364041604754829,0.014524478944694712,0.006978822882288238,1.2619413124408438,-0.999015561015561,5.148387096774193,-0.004330379813819234,55.19164472633877,33.80835527366123,False
634,WINNERS_10D,AND,10,Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,2,2,831,0.5679903730445247,0.014658809932652669,0.011496722896744416,1.2945890933645212,-0.999015561015561,1.8734030197444835,0.002464203442454748,55.15434400470553,33.84565599529447,False
635,CROSS_10D_20D,AND,10,10D:Reversal: Bottom Reclaim + Support + 20D:Reversal: 50D Support + Volume,2,2,831,0.5679903730445247,0.014658809932652669,0.011496722896744416,1.2945890933645212,-0.999015561015561,1.8734030197444835,0.002464203442454748,55.15434400470553,33.84565599529447,False
636,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Volume + 20D:Reversal: Bottom Reclaim + Support,2,2,831,0.5679903730445247,0.014658809932652669,0.011496722896744416,1.2945890933645212,-0.999015561015561,1.8734030197444835,0.002464203442454748,55.15434400470553,33.84565599529447,False
637,WINNERS_20D,AND,20,Reversal: Bull Engulf + Support,1,1,994,0.5563380281690141,0.009613488649878599,0.002649500413259287,1.3730959912613718,-0.6259314456035767,1.670588235294118,0.0030919289972301785,54.20033359872929,34.79966640127071,False
638,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,1537,0.538711776187378,0.01343239214613566,0.0063657407407407,1.2603387732267695,-0.999015561015561,5.148387096774193,-0.00415909616385248,53.997639953367006,35.002360046632994,False
639,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: 50D Support + Volume,3,2,977,0.5424769703172978,0.014017626935665287,0.0032017075773747017,1.3902315595422006,-0.7057826086956522,5.148387096774193,0.0001677241623901972,53.86010985133654,35.13989014866346,False
640,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,3,2,1416,0.547316384180791,0.011451774431679515,0.006978822882288238,1.2456294880585759,-0.999015561015561,2.356521739130435,-0.0002935018333967935,53.66578042450379,35.33421957549621,False
641,WINNERS_10D,AND,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Higher Low,2,2,759,0.6060606060606061,0.012016427562907944,0.0036720190565124877,1.8542811460566673,-0.5219902912621359,0.793939393939394,0.007825936722120723,53.61567984723409,35.38432015276591,False
642,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support,3,2,759,0.6060606060606061,0.012016427562907944,0.0036720190565124877,1.8542811460566673,-0.5219902912621359,0.793939393939394,0.007825936722120723,53.61567984723409,35.38432015276591,False
643,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Higher Low,2,2,759,0.6060606060606061,0.012016427562907944,0.0036720190565124877,1.8542811460566673,-0.5219902912621359,0.793939393939394,0.007825936722120723,53.61567984723409,35.38432015276591,False
644,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Bull Engulf,2,2,759,0.6060606060606061,0.012016427562907944,0.0036720190565124877,1.8542811460566673,-0.5219902912621359,0.793939393939394,0.007825936722120723,53.61567984723409,35.38432015276591,False
645,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume,3,2,1837,0.5661404463799673,0.008450023307180513,0.0022629730784238244,1.3538797108102676,-0.7057826086956522,2.356521739130435,0.0020499873943692916,53.60614657194102,35.39385342805898,False
646,WINNERS_20D,AND,20,Reversal: 50D Support + RSI + Higher Low,1,1,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
647,WINNERS_20D,AND,20,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low,2,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
648,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low,3,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
649,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
650,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + RSI + Higher Low + 20D:Reversal: 50D Support + Higher Low,2,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
651,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + RSI + 20D:Reversal: 50D Support + Higher Low,2,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
652,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + RSI + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6,35.4,False
653,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: Bull Engulf + Support + Reversal: 50D Support + RSI + Higher Low,4,2,655,0.6213740458015267,0.018263342055844067,0.005681818181818121,1.6703621459689324,-0.9030172413793103,1.670588235294118,0.011803352366883393,53.302079078627486,35.697920921372514,False
654,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,3,606,0.5759075907590759,0.052949371566159774,0.015228426395939021,1.9367594806455464,-0.999015561015561,9.459081836327346,0.013049091143263828,52.838798388234366,36.161201611765634,False
655,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: Bull Engulf + Support,4,2,1115,0.5614349775784754,0.00895370193388721,0.004317111459968492,1.214988502619607,-0.9834088927637314,1.670588235294118,0.0006971195040125238,51.53667979694566,37.46332020305434,False
656,WINNERS_20D,AND,20,Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,2,2,740,0.5662162162162162,0.016055461769075983,0.013864618010351104,1.2396809055563367,-0.9846058534501175,3.0825903331769124,0.004191315943687797,51.52481622213597,37.47518377786403,False
657,CROSS_10D_20D,AND,20,10D:Reversal: Bottom Reclaim + Support + 20D:Reversal: 50D Support + Volume,2,2,740,0.5662162162162162,0.016055461769075983,0.013864618010351104,1.2396809055563367,-0.9846058534501175,3.0825903331769124,0.004191315943687797,51.52481622213597,37.47518377786403,False
658,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Volume + 20D:Reversal: Bottom Reclaim + Support,2,2,740,0.5662162162162162,0.016055461769075983,0.013864618010351104,1.2396809055563367,-0.9846058534501175,3.0825903331769124,0.004191315943687797,51.52481622213597,37.47518377786403,False
659,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,3,2,920,0.5532608695652174,0.012649469595654576,0.007628737984616385,1.2187647740203806,-0.999015561015561,5.148387096774193,-0.005819086693977691,51.42240110570002,37.57759889429998,False
660,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume,4,2,1546,0.5472186287192755,0.010488838449834687,0.006695885679255387,1.17233648274249,-0.9846058534501175,3.0825903331769124,-0.0002095996097765258,51.25279887486365,37.74720112513635,False
661,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: Bull Engulf + Support,4,2,1421,0.5475017593244195,0.010292972265922148,0.006369426751592355,1.1675504833379078,-0.9846058534501175,3.0825903331769124,-0.0008627569898424626,50.779510272651464,38.220489727348536,False
662,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI + Higher Low,4,2,582,0.6013745704467354,0.027033886516011015,0.006442038765433811,1.6922578983205894,-0.9030172413793103,2.9483870967741934,0.016166289161628333,50.60853514016262,38.39146485983738,False
663,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + Volume,4,2,658,0.5851063829787234,0.02201030063755078,0.0038443065100125517,1.800710343066763,-0.6267018006148442,5.148387096774193,0.008665504695572963,50.60025849662311,38.39974150337689,False
664,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support + Reversal: 50D Support + RSI + Higher Low,4,2,598,0.5735785953177257,0.0554510052587851,0.014405783065854938,1.8213328588610496,-0.9030172413793103,7.915789473684212,0.010248540948302843,50.28413098701641,38.71586901298359,False
665,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume,3,2,1269,0.541371158392435,0.009649204285196793,0.007898420315936905,1.1481603978005048,-0.9846058534501175,3.0825903331769124,-0.00096613623408418,49.93755255089705,39.06244744910295,False
666,WINNERS_20D,CONSENSUS,20,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,4,2,967,0.5408479834539814,0.011603146307982407,0.003841488071168575,1.232912619755285,-0.9834088927637314,2.9483870967741934,-1.7321033108295594e-05,48.51839009182335,40.48160990817665,False
667,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + RSI + Higher Low,3,2,476,0.6092436974789915,0.055066425761038804,0.02688305156009696,1.9058947789502452,-0.9030172413793103,6.198935462408517,0.02238103713939796,47.599999999999994,41.400000000000006,False
668,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low,4,2,476,0.6092436974789915,0.055066425761038804,0.02688305156009696,1.9058947789502452,-0.9030172413793103,6.198935462408517,0.02238103713939796,47.599999999999994,41.400000000000006,False
669,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI + Higher Low,4,2,548,0.5638686131386861,0.062420396472537686,0.017138155665491928,1.8666188281816745,-0.9030172413793103,7.915789473684212,0.012128795744746422,47.088717029607956,41.911282970392044,False
670,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI + Higher Low,4,3,469,0.6289978678038379,0.060485824011818255,0.026196473551637345,2.180070169241117,-0.9030172413793103,6.198935462408517,0.029370307042069756,46.9,42.1,False
671,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,4,2,627,0.5486443381180224,0.047172000875383924,0.005847953216374213,1.9722521390044097,-0.696236559139785,9.459081836327346,0.010244603658538805,46.09085820376119,42.90914179623881,False
672,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer,3,2,629,0.5818759936406995,0.017444155037611705,0.003167062549485289,2.026487875604234,-0.4607843137254901,2.326530612244898,0.008094033759427707,45.83479570238747,43.16520429761253,False
673,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: Bull Engulf + Support,3,2,586,0.6109215017064846,0.016415664040078052,0.004677040361977802,1.7199633330756376,-0.6259314456035767,1.670588235294118,0.010155808296399036,45.43861611284235,43.56138388715765,False
674,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,3,523,0.5869980879541109,0.05338298888432778,0.010388679921189192,2.430927641340504,-0.696236559139785,9.459081836327346,0.0143607157032234,45.184617100342514,43.815382899657486,False
675,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer,3,2,701,0.5691868758915835,0.013476987049108697,0.0015741833923652582,2.1824414982154865,-0.26572815533980587,1.6224489795918364,0.006191547656657547,44.98020102044894,44.01979897955106,False
676,WINNERS_20D,CONSENSUS,20,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer,3,2,880,0.5409090909090909,0.011824879641791653,0.004494648499361209,1.2254764085763825,-0.9834088927637314,2.9483870967741934,-0.0002112790801992397,44.67934942014199,44.32065057985801,False
677,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support,3,2,534,0.5636704119850188,0.0562142256234074,0.009133472367048978,2.3714913629942704,-0.696236559139785,9.459081836327346,0.016153000379064593,44.273899001485155,44.726100998514845,False
678,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support,4,2,534,0.5636704119850188,0.0562142256234074,0.009133472367048978,2.3714913629942704,-0.696236559139785,9.459081836327346,0.016153000379064593,44.273899001485155,44.726100998514845,False
679,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,4,2,576,0.6024305555555556,0.01840640732809159,0.003953219512195183,1.7348380617361032,-0.6259314456035767,2.326530612244898,0.00698526075733482,44.127514097417716,44.872485902582284,False
680,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI + Higher Low,3,2,497,0.5674044265593562,0.06162422558126768,0.019230769230769162,1.8297392004432602,-0.9030172413793103,7.915789473684212,0.010818112674607683,43.29072073022923,45.70927926977077,False
681,WINNERS_10D,AND,10,Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,2,2,729,0.5528120713305898,0.01446073245397912,0.009952210274790874,1.2172304337199096,-0.999015561015561,5.148387096774193,-0.006244322714441518,43.26426136305625,45.73573863694375,False
682,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + RSI + 20D:Reversal: 50D Support + Volume,2,2,729,0.5528120713305898,0.01446073245397912,0.009952210274790874,1.2172304337199096,-0.999015561015561,5.148387096774193,-0.006244322714441518,43.26426136305625,45.73573863694375,False
683,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Reversal: Bull Engulf + Support,3,2,615,0.6048780487804878,0.012873349226346139,0.004654648572007369,1.4431862709442003,-0.6259314456035767,1.670588235294118,0.005808221232958699,42.91076774892153,46.08923225107847,False
684,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: Bull Engulf + Support,4,2,615,0.6048780487804878,0.012873349226346139,0.004654648572007369,1.4431862709442003,-0.6259314456035767,1.670588235294118,0.005808221232958699,42.91076774892153,46.08923225107847,False
685,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support + Reversal: 50D Support + RSI + Higher Low,4,2,509,0.6011787819253438,0.02236253445563664,0.0060606060606061,1.5542999746746522,-0.9030172413793103,2.9483870967741934,0.010785080528627766,42.06084085544003,46.93915914455997,False
686,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Hammer + Reversal: 50D Support + Volume,3,2,563,0.5808170515097691,0.02106512932584686,0.003390506581571584,1.825101500071052,-0.6267018006148442,5.148387096774193,0.006578906490479762,41.81958466967368,47.18041533032632,False
687,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,3,2,572,0.548951048951049,0.04565533747317778,0.006446738648761219,1.9113167191639455,-0.696236559139785,9.459081836327346,0.007975937102886068,41.360661230790015,47.639338769209985,False
688,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer,3,2,500,0.588,0.026992780253319245,0.00522006449846657,1.7824869204999727,-0.5740008783487045,2.9483870967741934,0.014324478829496471,41.329203747986135,47.670796252013865,False
689,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support + Reversal: 50D Support + RSI + Higher Low,4,2,548,0.6131386861313869,0.014556073503640146,0.004500610161220608,1.5967048861239934,-0.6259314456035767,1.670588235294118,0.007370390002228897,40.25570934717255,48.74429065282745,False
690,WINNERS_20D,AND,20,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Hammer,2,2,578,0.5865051903114187,0.012791066376465633,0.0031601966275215387,1.9093715365639996,-0.32162458836443464,0.8898305084745763,0.00799771673049859,39.830191806298856,49.169808193701144,False
691,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Hammer,2,2,578,0.5865051903114187,0.012791066376465633,0.0031601966275215387,1.9093715365639996,-0.32162458836443464,0.8898305084745763,0.00799771673049859,39.830191806298856,49.169808193701144,False
692,CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Hammer + 20D:Reversal: 50D Support + Higher Low,2,2,578,0.5865051903114187,0.012791066376465633,0.0031601966275215387,1.9093715365639996,-0.32162458836443464,0.8898305084745763,0.00799771673049859,39.830191806298856,49.169808193701144,False
693,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI,4,2,488,0.5368852459016393,0.05836979154483795,0.007664562966375743,2.252112693406607,-0.7945071113290829,6.290448343079922,0.02253890170420658,39.151896712360184,49.848103287639816,False
694,WINNERS_10D,AND,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Hammer,2,2,646,0.5712074303405573,0.009265288556063723,0.0015668806981553596,1.961517307043207,-0.25903614457831325,0.4485714285714286,0.0060374707604306296,38.86968468890209,50.13031531109791,False
695,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Hammer,2,2,646,0.5712074303405573,0.009265288556063723,0.0015668806981553596,1.961517307043207,-0.25903614457831325,0.4485714285714286,0.0060374707604306296,38.86968468890209,50.13031531109791,False
696,CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Hammer + 20D:Reversal: 50D Support + Higher Low,2,2,646,0.5712074303405573,0.009265288556063723,0.0015668806981553596,1.961517307043207,-0.25903614457831325,0.4485714285714286,0.0060374707604306296,38.86968468890209,50.13031531109791,False
